Rok,IČO,Název IČO,IČZ,Název IČZ,IČP,Název IČP,"Kód nasmlouvané odbornosti",Název odbornosti,Typ nasmlouvané odbornosti,"Kód ZP",Parametr,"Hodnota 2023"
2023,46885251,PRIVAMED a.s.,44106000,PRIVAMED a.s.,44106002,Dlouhodobá intenzivní ošetř. péče ,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),,211,Počet lůžek,10
2023,46885251,PRIVAMED a.s.,44106000,PRIVAMED a.s.,44106002,Dlouhodobá intenzivní ošetř. péče ,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),,211,Počet OD,638
2023,46885251,PRIVAMED a.s.,44106000,PRIVAMED a.s.,44106002,Dlouhodobá intenzivní ošetř. péče ,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),H,201,Počet lůžek,10
2023,46885251,PRIVAMED a.s.,44106000,PRIVAMED a.s.,44106002,Dlouhodobá intenzivní ošetř. péče ,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),H,201,Počet OD,x
2023,46885251,PRIVAMED a.s.,44106000,PRIVAMED a.s.,44106002,Dlouhodobá intenzivní ošetř. péče ,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),H,111,Počet lůžek,20
2023,46885251,PRIVAMED a.s.,44106000,PRIVAMED a.s.,44106002,Dlouhodobá intenzivní ošetř. péče ,7U8,dlouhodobá intenzivní ošetřovatelská péče (DIOP),H,111,Počet OD,763
2023,46885251,PRIVAMED a.s.,44106000,PRIVAMED a.s.,44106005,Následná rehabilitační péče,2U1,dlouhodobá LP rehabilitační a fyzikální medicíny - typ U,H,201,Počet OD,"1,015"
2023,46885251,PRIVAMED a.s.,44106000,PRIVAMED a.s.,44106005,Následná rehabilitační péče,2U1,dlouhodobá LP rehabilitační a fyzikální medicíny - typ U,H,111,Počet lůžek,30
2023,46885251,PRIVAMED a.s.,44106000,PRIVAMED a.s.,44106005,Následná rehabilitační péče,2U1,dlouhodobá LP rehabilitační a fyzikální medicíny - typ U,H,207,Počet OD,406
2023,46885251,PRIVAMED a.s.,44106005,PRIVAMED a.s.,44106005,Následná rehabilitační péče,2U1,dlouhodobá LP rehabilitační a fyzikální medicíny - typ U,H,205,Počet lůžek,x
2023,46885251,PRIVAMED a.s.,44106000,PRIVAMED a.s.,44106005,Následná rehabilitační péče,2U1,dlouhodobá LP rehabilitační a fyzikální medicíny - typ U,,211,Počet lůžek,30
2023,46885251,PRIVAMED a.s.,44106000,PRIVAMED a.s.,44106005,Následná rehabilitační péče,2U1,dlouhodobá LP rehabilitační a fyzikální medicíny - typ U,H,207,Počet lůžek,30
2023,46885251,PRIVAMED a.s.,44106000,PRIVAMED a.s.,44106005,Následná rehabilitační péče,2U1,dlouhodobá LP rehabilitační a fyzikální medicíny - typ U,,211,Počet OD,"2,028"
2023,46885251,PRIVAMED a.s.,44106005,PRIVAMED a.s.,44106005,Následná rehabilitační péče,2U1,dlouhodobá LP rehabilitační a fyzikální medicíny - typ U,H,205,Počet OD,"1,457"
2023,46885251,PRIVAMED a.s.,44106000,PRIVAMED a.s.,44106005,Následná rehabilitační péče,2U1,dlouhodobá LP rehabilitační a fyzikální medicíny - typ U,H,201,Počet lůžek,30
2023,46885251,PRIVAMED a.s.,44106000,PRIVAMED a.s.,44106005,Následná rehabilitační péče,2U1,dlouhodobá LP rehabilitační a fyzikální medicíny - typ U,H,111,Počet OD,"4,969"
2023,66361508,Hospic svatého Lazara z.s.,44107000,Hospic svatého Lazara,44107001,Lůžková péče,9U9,lůžková hospicová péče,H,207,Počet lůžek,28
2023,66361508,Hospic svatého Lazara z.s.,44107000,Hospic svatého Lazara,44107001,Lůžková péče,9U9,lůžková hospicová péče,H,207,Počet OD,836
2023,66361508,Hospic svatého Lazara z.s.,44107000,Hospic svatého Lazara,44107001,Lůžková péče,9U9,lůžková hospicová péče,H,205,Počet lůžek,x
2023,66361508,Hospic svatého Lazara z.s.,44107000,Hospic svatého Lazara,44107001,Lůžková péče,9U9,lůžková hospicová péče,H,205,Počet OD,905
2023,66361508,Hospic svatého Lazara z.s.,44107000,Hospic svatého Lazara,44107001,Lůžková péče,9U9,lůžková hospicová péče,H,201,Počet lůžek,28
2023,66361508,Hospic svatého Lazara z.s.,44107000,Hospic svatého Lazara,44107001,Lůžková péče,9U9,lůžková hospicová péče,H,201,Počet OD,745
2023,66361508,Hospic svatého Lazara z.s.,44107000,Hospic svatého Lazara,44107001,Lůžková péče,9U9,lůžková hospicová péče,H,111,Počet lůžek,28
2023,66361508,Hospic svatého Lazara z.s.,44107000,Hospic svatého Lazara,44107001,Lůžková péče,9U9,lůžková hospicová péče,H,111,Počet OD,"4,982"
2023,66361508,Hospic svatého Lazara z.s.,44107000,Hospic svatého Lazara,44107001,Lůžková péče,9U9,lůžková hospicová péče,,211,Počet lůžek,28
2023,66361508,Hospic svatého Lazara z.s.,44107000,Hospic svatého Lazara,44107001,Lůžková péče,9U9,lůžková hospicová péče,,211,Počet OD,"1,775"
2023,63504502,Sociální a zdravotní centrum Letiny s.r.o.,44109000,Soc. a zdravotní centrum Letiny s.r.o.,44109001,Lůžka následné péče,9H9,ošetřovatelská lůžková péče - typ H,H,111,Počet OD,"10,986"
2023,63504502,Sociální a zdravotní centrum Letiny s.r.o.,44109000,Soc. a zdravotní centrum Letiny s.r.o.,44109001,Lůžka následné péče,9H9,ošetřovatelská lůžková péče - typ H,H,205,Počet lůžek,x
2023,63504502,Sociální a zdravotní centrum Letiny s.r.o.,44109000,Soc. a zdravotní centrum Letiny s.r.o.,44109001,Lůžka následné péče,9H9,ošetřovatelská lůžková péče - typ H,H,205,Počet OD,151
2023,63504502,Sociální a zdravotní centrum Letiny s.r.o.,44109000,Soc. a zdravotní centrum Letiny s.r.o.,44109001,Lůžka následné péče,9H9,ošetřovatelská lůžková péče - typ H,H,111,Počet lůžek,30
2023,00669806,Fakultní nemocnice Plzeň,44117000,Fakultní nemocnice Plzeň,44117001,LDN - následná lůžková péče,9U7,následná lůžková péče,H,205,Počet lůžek,x
2023,00669806,Fakultní nemocnice Plzeň,44117000,Fakultní nemocnice Plzeň,44117001,LDN - následná lůžková péče,9U7,následná lůžková péče,,213,Počet lůžek,75
2023,00669806,Fakultní nemocnice Plzeň,44117000,Fakultní nemocnice Plzeň,44117001,LDN - následná lůžková péče,9U7,následná lůžková péče,,211,Počet OD,"3,737"
2023,00669806,Fakultní nemocnice Plzeň,44117000,Fakultní nemocnice Plzeň,44117001,LDN - následná lůžková péče,9U7,následná lůžková péče,H,207,Počet lůžek,75
2023,00669806,Fakultní nemocnice Plzeň,44117000,Fakultní nemocnice Plzeň,44117001,LDN - následná lůžková péče,9U7,následná lůžková péče,H,207,Počet OD,"1,713"
2023,00669806,Fakultní nemocnice Plzeň,44117000,Fakultní nemocnice Plzeň,44117001,LDN - následná lůžková péče,9U7,následná lůžková péče,H,201,Počet OD,"1,994"
2023,00669806,Fakultní nemocnice Plzeň,44117000,Fakultní nemocnice Plzeň,44117001,LDN - následná lůžková péče,9U7,následná lůžková péče,H,111,Počet lůžek,75
2023,00669806,Fakultní nemocnice Plzeň,44117000,Fakultní nemocnice Plzeň,44117001,LDN - následná lůžková péče,9U7,následná lůžková péče,,213,Počet OD,x
2023,00669806,Fakultní nemocnice Plzeň,44117000,Fakultní nemocnice Plzeň,44117001,LDN - následná lůžková péče,9U7,následná lůžková péče,,211,Počet lůžek,75
2023,00669806,Fakultní nemocnice Plzeň,44117000,Fakultní nemocnice Plzeň,44117001,LDN - následná lůžková péče,9U7,následná lůžková péče,H,205,Počet OD,"2,456"
2023,00669806,Fakultní nemocnice Plzeň,44117000,Fakultní nemocnice Plzeň,44117001,LDN - následná lůžková péče,9U7,následná lůžková péče,H,201,Počet lůžek,75
2023,00669806,Fakultní nemocnice Plzeň,44117000,Fakultní nemocnice Plzeň,44117001,LDN - následná lůžková péče,9U7,následná lůžková péče,H,111,Počet OD,"14,960"
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613001,Intenzivní pracoviště pediatrického ,3I1,intenzivní LP dětského lékařství - typ I,H,207,Počet lůžek,5
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613001,"NEMOCNICE ""U SV. JIŘÍ"" SPOL.S R.O.",44613001,Intenzivní pracoviště pediatrického ,3I1,intenzivní LP dětského lékařství - typ I,,201,Počet OD,55
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613001,Intenzivní pracoviště pediatrického ,3I1,intenzivní LP dětského lékařství - typ I,,213,Počet OD,2
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613001,Intenzivní pracoviště pediatrického ,3I1,intenzivní LP dětského lékařství - typ I,,211,Počet lůžek,5
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613001,Intenzivní pracoviště pediatrického ,3I1,intenzivní LP dětského lékařství - typ I,H,201,Počet OD,x
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613001,Intenzivní pracoviště pediatrického ,3I1,intenzivní LP dětského lékařství - typ I,H,111,Počet OD,279
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613001,Intenzivní pracoviště pediatrického ,3I1,intenzivní LP dětského lékařství - typ I,H,111,Počet lůžek,5
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613001,Intenzivní pracoviště pediatrického ,3I1,intenzivní LP dětského lékařství - typ I,H,201,Počet lůžek,x
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613001,Intenzivní pracoviště pediatrického ,3I1,intenzivní LP dětského lékařství - typ I,H,207,Počet OD,37
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613001,Intenzivní pracoviště pediatrického ,3I1,intenzivní LP dětského lékařství - typ I,V,205,Počet OD,64
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613001,Intenzivní pracoviště pediatrického ,3I1,intenzivní LP dětského lékařství - typ I,V,205,Počet lůžek,x
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613001,Intenzivní pracoviště pediatrického ,3I1,intenzivní LP dětského lékařství - typ I,,209,Počet OD,x
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613001,Intenzivní pracoviště pediatrického ,3I1,intenzivní LP dětského lékařství - typ I,,209,Počet lůžek,x
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613001,Intenzivní pracoviště pediatrického ,3I1,intenzivní LP dětského lékařství - typ I,,211,Počet OD,78
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613002,Standardní pracoviště pediatrického ,3H1,akutní LP dětského lékařství - typ H,H,201,Počet lůžek,x
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613001,"NEMOCNICE ""U SV. JIŘÍ"" SPOL.S R.O.",44613002,Standardní pracoviště pediatrického ,3H1,akutní LP dětského lékařství - typ H,,201,Počet OD,160
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613002,Standardní pracoviště pediatrického ,3H1,akutní LP dětského lékařství - typ H,,211,Počet lůžek,15
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613002,Standardní pracoviště pediatrického ,3H1,akutní LP dětského lékařství - typ H,,211,Počet OD,226
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613002,Standardní pracoviště pediatrického ,3H1,akutní LP dětského lékařství - typ H,H,207,Počet OD,82
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613002,Standardní pracoviště pediatrického ,3H1,akutní LP dětského lékařství - typ H,V,205,Počet OD,156
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613002,Standardní pracoviště pediatrického ,3H1,akutní LP dětského lékařství - typ H,V,205,Počet lůžek,x
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613002,Standardní pracoviště pediatrického ,3H1,akutní LP dětského lékařství - typ H,H,207,Počet lůžek,15
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613002,Standardní pracoviště pediatrického ,3H1,akutní LP dětského lékařství - typ H,,209,Počet OD,x
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613002,Standardní pracoviště pediatrického ,3H1,akutní LP dětského lékařství - typ H,,209,Počet lůžek,x
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613002,Standardní pracoviště pediatrického ,3H1,akutní LP dětského lékařství - typ H,,213,Počet OD,3
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613002,Standardní pracoviště pediatrického ,3H1,akutní LP dětského lékařství - typ H,H,111,Počet OD,807
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613002,Standardní pracoviště pediatrického ,3H1,akutní LP dětského lékařství - typ H,H,111,Počet lůžek,15
2023,49786954,Nemocnice u Sv. Jiří s.r.o.,44613000,Nemocnice u Sv. Jiří s. r. o.,44613002,Standardní pracoviště pediatrického ,3H1,akutní LP dětského lékařství - typ H,H,201,Počet OD,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001008,chirurgie JIP,5I1,intenzivní LP chirurgie - typ I,,209,Počet lůžek,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001008,chirurgie JIP,5I1,intenzivní LP chirurgie - typ I,H,201,Počet lůžek,3
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001008,chirurgie JIP,5I1,intenzivní LP chirurgie - typ I,H,207,Počet OD,13
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001008,chirurgie JIP,5I1,intenzivní LP chirurgie - typ I,H,207,Počet lůžek,3
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001008,chirurgie JIP,5I1,intenzivní LP chirurgie - typ I,V,205,Počet OD,36
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001008,chirurgie JIP,5I1,intenzivní LP chirurgie - typ I,H,111,Počet lůžek,3
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001008,chirurgie JIP,5I1,intenzivní LP chirurgie - typ I,H,111,Počet OD,505
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001008,chirurgie JIP,5I1,intenzivní LP chirurgie - typ I,,211,Počet lůžek,3
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001008,chirurgie JIP,5I1,intenzivní LP chirurgie - typ I,,211,Počet OD,68
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001008,chirurgie JIP,5I1,intenzivní LP chirurgie - typ I,,209,Počet OD,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001008,chirurgie JIP,5I1,intenzivní LP chirurgie - typ I,V,205,Počet lůžek,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001008,chirurgie JIP,5I1,intenzivní LP chirurgie - typ I,H,201,Počet OD,85
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001014,gynekologie lůžková,6H3,akutní LP gynekologie a porodnictví - typ H,H,111,Počet OD,"1,702"
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001014,gynekologie lůžková,6H3,akutní LP gynekologie a porodnictví - typ H,H,207,Počet OD,135
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001014,gynekologie lůžková,6H3,akutní LP gynekologie a porodnictví - typ H,,209,Počet OD,1
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001014,gynekologie lůžková,6H3,akutní LP gynekologie a porodnictví - typ H,V,205,Počet lůžek,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001014,gynekologie lůžková,6H3,akutní LP gynekologie a porodnictví - typ H,V,205,Počet OD,297
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001014,gynekologie lůžková,6H3,akutní LP gynekologie a porodnictví - typ H,H,207,Počet lůžek,25
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001014,gynekologie lůžková,6H3,akutní LP gynekologie a porodnictví - typ H,H,201,Počet OD,309
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001014,gynekologie lůžková,6H3,akutní LP gynekologie a porodnictví - typ H,H,201,Počet lůžek,25
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001014,gynekologie lůžková,6H3,akutní LP gynekologie a porodnictví - typ H,,211,Počet lůžek,25
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001014,gynekologie lůžková,6H3,akutní LP gynekologie a porodnictví - typ H,,211,Počet OD,288
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001014,gynekologie lůžková,6H3,akutní LP gynekologie a porodnictví - typ H,,209,Počet lůžek,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001014,gynekologie lůžková,6H3,akutní LP gynekologie a porodnictví - typ H,H,111,Počet lůžek,25
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001022,"Stodská nemocnice, a.s.",3H1,akutní LP dětského lékařství - typ H,,211,Počet OD,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001022,"Stodská nemocnice, a.s.",3H1,akutní LP dětského lékařství - typ H,,211,Počet lůžek,10
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001022,"Stodská nemocnice, a.s.",3H1,akutní LP dětského lékařství - typ H,H,207,Počet OD,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001022,"Stodská nemocnice, a.s.",3H1,akutní LP dětského lékařství - typ H,H,207,Počet lůžek,10
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001030,interna - lůžka,1H1,akutní LP vnitřního lékařství - interny - typ H,,211,Počet lůžek,50
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001030,interna - lůžka,1H1,akutní LP vnitřního lékařství - interny - typ H,H,111,Počet lůžek,50
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001030,interna - lůžka,1H1,akutní LP vnitřního lékařství - interny - typ H,H,111,Počet OD,"7,816"
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001030,interna - lůžka,1H1,akutní LP vnitřního lékařství - interny - typ H,H,201,Počet OD,739
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001030,interna - lůžka,1H1,akutní LP vnitřního lékařství - interny - typ H,H,201,Počet lůžek,50
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001030,interna - lůžka,1H1,akutní LP vnitřního lékařství - interny - typ H,H,207,Počet OD,320
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001030,interna - lůžka,1H1,akutní LP vnitřního lékařství - interny - typ H,H,207,Počet lůžek,50
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001030,interna - lůžka,1H1,akutní LP vnitřního lékařství - interny - typ H,V,205,Počet OD,355
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001030,interna - lůžka,1H1,akutní LP vnitřního lékařství - interny - typ H,V,205,Počet lůžek,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001030,interna - lůžka,1H1,akutní LP vnitřního lékařství - interny - typ H,,209,Počet OD,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001030,interna - lůžka,1H1,akutní LP vnitřního lékařství - interny - typ H,,209,Počet lůžek,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001030,interna - lůžka,1H1,akutní LP vnitřního lékařství - interny - typ H,,213,Počet OD,2
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001030,interna - lůžka,1H1,akutní LP vnitřního lékařství - interny - typ H,,211,Počet OD,930
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001055,JPL ortopedická,6J6,jednodenní péče na lůžku ortopedie,H,111,Počet lůžek,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001055,JPL ortopedická,6J6,jednodenní péče na lůžku ortopedie,H,207,Počet lůžek,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001055,JPL ortopedická,6J6,jednodenní péče na lůžku ortopedie,V,205,Počet lůžek,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001055,JPL ortopedická,6J6,jednodenní péče na lůžku ortopedie,V,205,Počet OD,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001055,JPL ortopedická,6J6,jednodenní péče na lůžku ortopedie,H,207,Počet OD,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001055,JPL ortopedická,6J6,jednodenní péče na lůžku ortopedie,,209,Počet OD,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001055,JPL ortopedická,6J6,jednodenní péče na lůžku ortopedie,,209,Počet lůžek,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001055,JPL ortopedická,6J6,jednodenní péče na lůžku ortopedie,,211,Počet OD,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001055,JPL ortopedická,6J6,jednodenní péče na lůžku ortopedie,H,201,Počet OD,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001055,JPL ortopedická,6J6,jednodenní péče na lůžku ortopedie,,211,Počet lůžek,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001055,JPL ortopedická,6J6,jednodenní péče na lůžku ortopedie,H,201,Počet lůžek,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001055,JPL ortopedická,6J6,jednodenní péče na lůžku ortopedie,H,111,Počet OD,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001069,neonatologie - dětské oddělení,3H4,akutní LP neonatologie - typ H,H,207,Počet OD,33
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001069,neonatologie - dětské oddělení,3H4,akutní LP neonatologie - typ H,H,207,Počet lůžek,5
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001069,neonatologie - dětské oddělení,3H4,akutní LP neonatologie - typ H,,111,Počet OD,497
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001069,neonatologie - dětské oddělení,3H4,akutní LP neonatologie - typ H,,201,Počet OD,59
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001069,neonatologie - dětské oddělení,3H4,akutní LP neonatologie - typ H,,205,Počet OD,63
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001069,neonatologie - dětské oddělení,3H4,akutní LP neonatologie - typ H,,211,Počet OD,67
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001075,interna JIP,7I8,resuscitační lůžková péče - ARO - typ I,,211,Počet OD,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001075,interna JIP,7I8,resuscitační lůžková péče - ARO - typ I,V,207,Počet lůžek,5
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001075,interna JIP,7I8,resuscitační lůžková péče - ARO - typ I,V,207,Počet OD,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001075,interna JIP,7I8,resuscitační lůžková péče - ARO - typ I,,211,Počet lůžek,5
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001075,interna JIP,1I1,intenzivní LP vnitřního lékařství - interny - typ I,,213,Počet OD,2
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001075,interna JIP,1I1,intenzivní LP vnitřního lékařství - interny - typ I,,211,Počet lůžek,5
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001075,interna JIP,1I1,intenzivní LP vnitřního lékařství - interny - typ I,,211,Počet OD,174
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001075,interna JIP,1I1,intenzivní LP vnitřního lékařství - interny - typ I,,209,Počet lůžek,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001075,interna JIP,1I1,intenzivní LP vnitřního lékařství - interny - typ I,,209,Počet OD,x
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001075,interna JIP,1I1,intenzivní LP vnitřního lékařství - interny - typ I,V,205,Počet OD,41
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001075,interna JIP,1I1,intenzivní LP vnitřního lékařství - interny - typ I,H,207,Počet lůžek,5
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001075,interna JIP,1I1,intenzivní LP vnitřního lékařství - interny - typ I,H,201,Počet lůžek,5
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001075,interna JIP,1I1,intenzivní LP vnitřního lékařství - interny - typ I,H,207,Počet OD,29
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001075,interna JIP,1I1,intenzivní LP vnitřního lékařství - interny - typ I,H,201,Počet OD,42
2023,26361086,"Stodská nemocnice, a.s.",45001000,"Stodská nemocnice, a.s.",45001075,interna JIP,1I1,intenzivní LP vnitřního lékařství - interny - typ I,H,111,Počet lůžek,5
