Rok,IČO,Název IČO,IČZ,Název IČZ,IČP,Název IČP,"Kód nasmlouvané odbornosti",Název odbornosti,Typ nasmlouvané odbornosti,"Kód ZP",Parametr,"Hodnota 2023"
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004520,RES II.,5T5,intenzivní LP kardiochirurgie - typ T,,213,Počet lůžek,6
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004520,RES II.,7T8,resuscitační lůžková péče - ARO - typ T,V,111,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004520,RES II.,7T8,resuscitační lůžková péče - ARO - typ T,V,111,Počet lůžek,6
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004520,RES II.,7T8,resuscitační lůžková péče - ARO - typ T,V,207,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004520,RES II.,7T8,resuscitační lůžková péče - ARO - typ T,V,207,Počet lůžek,6
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004520,RES II.,7T8,resuscitační lůžková péče - ARO - typ T,,209,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004520,RES II.,7T8,resuscitační lůžková péče - ARO - typ T,,209,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004520,RES II.,7T8,resuscitační lůžková péče - ARO - typ T,,211,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004520,RES II.,7T8,resuscitační lůžková péče - ARO - typ T,,211,Počet lůžek,6
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004520,RES II.,5T1,intenzivní LP chirurgie - typ T,V,207,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004520,RES II.,5T1,intenzivní LP chirurgie - typ T,V,111,Počet lůžek,6
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004520,RES II.,5T1,intenzivní LP chirurgie - typ T,V,111,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004520,RES II.,5T1,intenzivní LP chirurgie - typ T,,211,Počet lůžek,6
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004555,J I P,2T9,intenzivní LP neurologie - typ T,,213,Počet lůžek,13
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004555,J I P,2T9,intenzivní LP neurologie - typ T,,213,Počet OD,3
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004555,J I P,2T9,intenzivní LP neurologie - typ T,,211,Počet lůžek,13
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004555,J I P,2T9,intenzivní LP neurologie - typ T,,211,Počet OD,360
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004555,J I P,2T9,intenzivní LP neurologie - typ T,,209,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004555,J I P,2T9,intenzivní LP neurologie - typ T,,209,Počet OD,58
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004555,J I P,2T9,intenzivní LP neurologie - typ T,V,205,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004555,J I P,2T9,intenzivní LP neurologie - typ T,H,207,Počet lůžek,13
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004555,J I P,2T9,intenzivní LP neurologie - typ T,H,207,Počet OD,595
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004555,J I P,2T9,intenzivní LP neurologie - typ T,H,201,Počet lůžek,13
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004555,J I P,2T9,intenzivní LP neurologie - typ T,H,201,Počet OD,215
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004555,J I P,2T9,intenzivní LP neurologie - typ T,H,111,Počet lůžek,13
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004555,J I P,2T9,intenzivní LP neurologie - typ T,H,111,Počet OD,"2,311"
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004555,J I P,2T9,intenzivní LP neurologie - typ T,V,205,Počet OD,44
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F2,akutní LP klinické onkologie - typ F,H,111,Počet OD,"2,182"
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F2,akutní LP klinické onkologie - typ F,H,111,Počet lůžek,20
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F2,akutní LP klinické onkologie - typ F,H,201,Počet OD,243
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F2,akutní LP klinické onkologie - typ F,H,201,Počet lůžek,20
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F2,akutní LP klinické onkologie - typ F,H,207,Počet OD,617
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F2,akutní LP klinické onkologie - typ F,H,207,Počet lůžek,20
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F2,akutní LP klinické onkologie - typ F,V,205,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F2,akutní LP klinické onkologie - typ F,,209,Počet OD,138
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F2,akutní LP klinické onkologie - typ F,,209,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F2,akutní LP klinické onkologie - typ F,,211,Počet OD,408
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F2,akutní LP klinické onkologie - typ F,,211,Počet lůžek,20
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F2,akutní LP klinické onkologie - typ F,,213,Počet OD,4
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F2,akutní LP klinické onkologie - typ F,,213,Počet lůžek,20
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F3,akutní LP radiační onkologie - typ F,V,111,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F3,akutní LP radiační onkologie - typ F,V,111,Počet lůžek,20
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F3,akutní LP radiační onkologie - typ F,V,207,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F3,akutní LP radiační onkologie - typ F,V,207,Počet lůžek,20
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F3,akutní LP radiační onkologie - typ F,,209,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F3,akutní LP radiační onkologie - typ F,,209,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F3,akutní LP radiační onkologie - typ F,,211,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F3,akutní LP radiační onkologie - typ F,,211,Počet lůžek,20
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004607,Lůžkové oddělení-Onkologická kl.VF,4F2,akutní LP klinické onkologie - typ F,V,205,Počet OD,92
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004710,Robotické pracoviště Urologie a Gyn.,7R7,operační sály dětské urologie,,211,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004710,Robotické pracoviště Urologie a Gyn.,7R7,operační sály dětské urologie,,211,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004710,Robotické pracoviště Urologie a Gyn.,7R7,operační sály dětské urologie,,209,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004710,Robotické pracoviště Urologie a Gyn.,6R3,operační sály gynekologie a porodnictví,,209,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004710,Robotické pracoviště Urologie a Gyn.,7R7,operační sály dětské urologie,,209,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004710,Robotické pracoviště Urologie a Gyn.,7R6,operační sály urologie,,211,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004710,Robotické pracoviště Urologie a Gyn.,7R6,operační sály urologie,,211,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004710,Robotické pracoviště Urologie a Gyn.,7R6,operační sály urologie,,209,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004710,Robotické pracoviště Urologie a Gyn.,7R6,operační sály urologie,,209,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004710,Robotické pracoviště Urologie a Gyn.,7R6,operační sály urologie,V,205,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004710,Robotické pracoviště Urologie a Gyn.,7R6,operační sály urologie,V,205,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004710,Robotické pracoviště Urologie a Gyn.,7R6,operační sály urologie,H,201,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004710,Robotické pracoviště Urologie a Gyn.,7R6,operační sály urologie,H,201,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004710,Robotické pracoviště Urologie a Gyn.,6R3,operační sály gynekologie a porodnictví,,211,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004710,Robotické pracoviště Urologie a Gyn.,6R3,operační sály gynekologie a porodnictví,,211,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004710,Robotické pracoviště Urologie a Gyn.,6R3,operační sály gynekologie a porodnictví,,209,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004711,Robotické pracoviště Chirurgie,5R7,operační sály hrudní chirurgie,,211,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004711,Robotické pracoviště Chirurgie,5R7,operační sály hrudní chirurgie,,211,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004711,Robotické pracoviště Chirurgie,5R7,operační sály hrudní chirurgie,,209,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004711,Robotické pracoviště Chirurgie,5R7,operační sály hrudní chirurgie,,209,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004711,Robotické pracoviště Chirurgie,5R3,operační sály úrazové chirurgie (traumatologie),,211,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004711,Robotické pracoviště Chirurgie,5R3,operační sály úrazové chirurgie (traumatologie),,211,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004711,Robotické pracoviště Chirurgie,5R3,operační sály úrazové chirurgie (traumatologie),,209,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004711,Robotické pracoviště Chirurgie,5R3,operační sály úrazové chirurgie (traumatologie),,209,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004711,Robotické pracoviště Chirurgie,5R1,operační sály chirurgie,,211,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004711,Robotické pracoviště Chirurgie,5R1,operační sály chirurgie,,211,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004711,Robotické pracoviště Chirurgie,5R1,operační sály chirurgie,,209,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004711,Robotické pracoviště Chirurgie,5R1,operační sály chirurgie,,209,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004711,Robotické pracoviště Chirurgie,5R1,operační sály chirurgie,V,205,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004711,Robotické pracoviště Chirurgie,5R1,operační sály chirurgie,V,205,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004711,Robotické pracoviště Chirurgie,5R1,operační sály chirurgie,H,201,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004711,Robotické pracoviště Chirurgie,5R1,operační sály chirurgie,H,201,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F5,akutní LP psychiatrie - typ F,H,207,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F5,akutní LP psychiatrie - typ F,H,201,Počet OD,59
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F5,akutní LP psychiatrie - typ F,H,201,Počet lůžek,14
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F5,akutní LP psychiatrie - typ F,H,207,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F5,akutní LP psychiatrie - typ F,V,205,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F5,akutní LP psychiatrie - typ F,,209,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F5,akutní LP psychiatrie - typ F,,213,Počet OD,8
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F5,akutní LP psychiatrie - typ F,,213,Počet lůžek,14
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F6,akutní LP dětské a dorostové psychiatrie - typ F,V,207,Počet OD,176
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F6,akutní LP dětské a dorostové psychiatrie - typ F,V,207,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F6,akutní LP dětské a dorostové psychiatrie - typ F,,205,Počet OD,76
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F6,akutní LP dětské a dorostové psychiatrie - typ F,,209,Počet OD,34
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F5,akutní LP psychiatrie - typ F,H,111,Počet OD,593
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F5,akutní LP psychiatrie - typ F,H,111,Počet lůžek,14
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F5,akutní LP psychiatrie - typ F,,209,Počet OD,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F6,akutní LP dětské a dorostové psychiatrie - typ F,,209,Počet lůžek,x
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F6,akutní LP dětské a dorostové psychiatrie - typ F,,211,Počet OD,117
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F6,akutní LP dětské a dorostové psychiatrie - typ F,,211,Počet lůžek,14
2023,00064165,Všeobecná fakultní nemocnice v Praze,02004000,Všeobecná fakultní nemocnice v Praze,02004730,Dětské a dorostové detoxikační cent,3F5,akutní LP psychiatrie - typ F,V,205,Počet OD,x
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259001,LDN - stanice I.,9U7,následná lůžková péče,H,111,Počet OD,"7,579"
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259001,LDN - stanice I.,9U7,následná lůžková péče,H,205,Počet lůžek,x
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259001,LDN - stanice I.,9U7,následná lůžková péče,H,205,Počet OD,x
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259001,LDN - stanice I.,9U7,následná lůžková péče,H,201,Počet lůžek,29
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259001,LDN - stanice I.,9U7,následná lůžková péče,H,201,Počet OD,950
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259001,LDN - stanice I.,9U7,následná lůžková péče,H,111,Počet lůžek,29
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259001,LDN - stanice I.,9U7,následná lůžková péče,,209,Počet OD,x
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259001,LDN - stanice I.,9U7,následná lůžková péče,H,207,Počet lůžek,29
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259001,LDN - stanice I.,9U7,následná lůžková péče,,213,Počet lůžek,29
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259001,LDN - stanice I.,9U7,následná lůžková péče,,213,Počet OD,x
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259001,LDN - stanice I.,9U7,následná lůžková péče,,211,Počet lůžek,29
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259001,LDN - stanice I.,9U7,následná lůžková péče,,211,Počet OD,"1,231"
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259001,LDN - stanice I.,9U7,následná lůžková péče,,209,Počet lůžek,x
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259001,LDN - stanice I.,9U7,následná lůžková péče,H,207,Počet OD,"1,603"
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259002,LDN - stanice II.,9U7,následná lůžková péče,,213,Počet OD,x
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259002,LDN - stanice II.,9U7,následná lůžková péče,,211,Počet lůžek,30
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259002,LDN - stanice II.,9U7,následná lůžková péče,,211,Počet OD,"1,281"
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259002,LDN - stanice II.,9U7,následná lůžková péče,,209,Počet lůžek,x
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259002,LDN - stanice II.,9U7,následná lůžková péče,,209,Počet OD,x
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259002,LDN - stanice II.,9U7,následná lůžková péče,H,207,Počet lůžek,30
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259002,LDN - stanice II.,9U7,následná lůžková péče,H,207,Počet OD,"2,015"
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259002,LDN - stanice II.,9U7,následná lůžková péče,H,205,Počet lůžek,x
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259002,LDN - stanice II.,9U7,následná lůžková péče,H,205,Počet OD,72
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259002,LDN - stanice II.,9U7,následná lůžková péče,H,201,Počet lůžek,30
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259002,LDN - stanice II.,9U7,následná lůžková péče,H,201,Počet OD,775
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259002,LDN - stanice II.,9U7,následná lůžková péče,H,111,Počet lůžek,30
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259002,LDN - stanice II.,9U7,následná lůžková péče,H,111,Počet OD,"9,458"
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259002,LDN - stanice II.,9U7,následná lůžková péče,,213,Počet lůžek,30
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259003,LDN - stanice III.,9U7,následná lůžková péče,H,111,Počet lůžek,30
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259003,LDN - stanice III.,9U7,následná lůžková péče,H,111,Počet OD,"10,760"
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259003,LDN - stanice III.,9U7,následná lůžková péče,,213,Počet lůžek,30
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259003,LDN - stanice III.,9U7,následná lůžková péče,,213,Počet OD,x
2023,07579969,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259000,"Nemocnice sv. Alžběty Na Slupi, s.r.o.",02259003,LDN - stanice III.,9U7,následná lůžková péče,,211,Počet lůžek,30
