"rok_platnosti","icz_nazev","ico","icz","okres","typsub","STAN","JIP","LDN","OSET","OLU","HOSP","NIP","DIOP","pocet_od_akutni_stan","pocet_od_akutni_int","pocet_od_nasledna"
2011,"HVĚZDA z.ú.","70829560","82072000","CZ0724","LZ hospicového typu poskytující paliativní péči",0,0,0,14,0,0,0,0,0,0,3868
2011,"ADP - SANCO s.r.o.","27685934","78004000","CZ0713","Nemocnice následné (ošetřovatelské) péče",0,0,0,30,0,0,0,0,0,0,14804
2011,"AESKULAP spol. s r.o.","60913266","70006000","CZ0534","Léčebna pro dlouhodobě nemocné (LDN)",0,0,81,0,0,0,0,0,0,0,24247
2011,"AGEL Středomoravská nemocniční a.s.","27797660","78006000","CZ0713","Nemocnice",848,86,0,0,0,0,10,0,260699,29814,81
2011,"AGEL Středomoravská nemocniční a.s.","27797660","78007000","CZ0713","Léčebna pro dlouhodobě nemocné (LDN)",0,0,197,0,0,0,0,0,0,0,75216
2011,"AHC Centrum následné péče Sedlec-Prčice","25579282","20110000","CZ020B","Léčebna pro dlouhodobě nemocné (LDN)",0,0,110,0,0,0,0,0,0,0,25940
2011,"AHC Centrum následné péče Trutnov s.r.o.","10913416","69006000","CZ0525","Nemocnice následné (ošetřovatelské) péče",0,0,0,30,0,0,0,0,0,0,8691
2011,"AHC Nemocnice Duchcov s.r.o.","61537713","58102000","CZ0426","Nemocnice",75,5,0,0,0,0,0,0,19894,953,167
2011,"AHC Nemocnice Duchcov s.r.o.","61537713","58535000","CZ0426","Nemocnice následné (ošetřovatelské) péče",0,0,0,48,0,0,0,0,0,0,13146
2011,"AHC Rehabilitační centrum Meziboří s.r.o","47283661","57541000","CZ0425","Nemocnice následné (ošetřovatelské) péče",0,0,0,0,46,0,0,0,0,0,15922
2011,"ALBERTINUM,odborný léčebný ústav,Žamberk","00196096","70008000","CZ0534","Odborné léčebné ústavy",0,0,0,0,142,0,0,0,0,0,36787
2011,"ALBERTINUM,odborný léčebný ústav,Žamberk","00196096","70058000","CZ0534","Léčebna pro dlouhodobě nemocné (LDN)",0,0,70,0,0,0,0,0,0,0,23005
2011,"ALMEDA, a.s.","25079174","25310000","CZ0206","Nemocnice",92,5,0,0,0,0,0,0,13131,1732,26
2011,"ALMEDA, a.s.","25079174","25312000","CZ0206","Samostatné lůžkové zařízení s péčí DIP, NIOP, NIP",0,0,0,0,0,0,12,0,0,0,3973
2011,"AMICA CENTRUM s.r.o.","18233392","41281000","CZ0411","Léčebna pro dlouhodobě nemocné (LDN)",0,0,0,120,0,0,0,0,0,0,36053
2011,"ANESAN, s.r.o.","61677540","23111000","CZ0204","Samostatné lůžkové zařízení s péčí DIP, NIOP, NIP",0,0,0,0,0,0,15,0,0,0,3540
2011,"BH - Nemocnice Vimperk a.s.","29015839","37105000","CZ0315","Léčebna pro dlouhodobě nemocné (LDN)",0,0,60,0,0,0,0,0,0,0,17538
2011,"BMI Chirurgie, a.s.","25314394","72834000","CZ0642","Nemocnice",11,0,0,0,0,0,0,0,964,0,0
2011,"Bohumínská městská nemocnice, a.s.","26834022","87003000","CZ0803","Nemocnice",94,9,25,70,0,0,0,0,21652,3364,17990
2011,"Bílovecká nemocnice, a.s.","26865858","88015000","CZ0804","Nemocnice",72,6,0,0,0,0,0,0,19086,2752,0
2011,"Bílovecká nemocnice, a.s.","26865858","88016000","CZ0804","Léčebna pro dlouhodobě nemocné (LDN)",0,0,80,0,0,0,0,0,0,0,27641
2011,"CARVAC s.r.o.","63504260","41182000","CZ0411","Léčebna pro dlouhodobě nemocné (LDN)",0,0,0,70,0,0,0,0,0,0,30882
2011,"CLINICUM a.s.","25093126","09001000","CZ0100","Samostatná ordinace lékaře specialisty",15,0,0,48,0,0,0,0,10511,1942,16322
2011,"CNS-CENTRUM TŘINEC s.r.o.","26816407","86112000","CZ0802","Nemocnice",42,0,0,0,0,0,0,0,13025,0,0
2011,"Centrum kardiovaskulární a TCH Brno","00209775","72932000","CZ0642","Nemocnice",59,34,0,0,0,0,0,0,15250,9927,0
2011,"Centrum léčby pohybového aparátu, s.r.o.","26432471","09438000","CZ0100","Nemocnice",33,0,0,0,0,0,0,0,5233,0,0
2011,"Charita Ostrava - Hospic sv. Lukáše","44940998","91997300","CZ0806","LZ hospicového typu poskytující paliativní péči",0,0,0,0,0,30,0,0,0,0,7514
2011,"DOP - HC s.r.o.","26356589","48004000","CZ0413","Léčebna pro dlouhodobě nemocné (LDN)",0,0,82,0,0,0,0,0,0,0,32261
2011,"Diakonie Valašské Meziříčí","73632783","94203000","CZ0723","Nemocnice následné (ošetřovatelské) péče",0,0,0,8,0,15,0,0,0,0,7171
2011,"Diecézní charita Brno,OCH Rajhrad","44990260","73006000","CZ0643","LZ hospicového typu poskytující paliativní péči",0,0,0,0,0,50,0,0,0,0,13974
2011,"Dlouhodobá intenzivní oš. péče","05212146","31500000","CZ020C","Samostatné lůžkové zařízení s péčí DIP, NIOP, NIP",0,0,0,0,0,0,0,10,0,0,3002
2011,"Domažlická nemocnice, a.s.","26361078","40001000","CZ0321","Nemocnice",142,10,0,0,0,0,0,0,40537,2951,0
2011,"Domažlická nemocnice, a.s. - LDN","26361078","40501000","CZ0321","Léčebna pro dlouhodobě nemocné (LDN)",0,0,50,0,0,0,0,0,0,0,15601
2011,"Domov sv.Karla Boromejského","65400143","06353000","CZ0100","Léčebna pro dlouhodobě nemocné (LDN)",0,0,79,0,0,0,0,0,0,0,27973
2011,"Dopravní zdravotnictví a.s.","25903659","02368000","CZ0100","Léčebna pro dlouhodobě nemocné (LDN)",0,0,42,0,0,0,0,0,0,0,6781
2011,"Dětská odb.léčebna Ch.G.Masaryk,p.s.ČČK","42726646","30148000","CZ020B","Odborné léčebné ústavy",0,0,0,0,120,0,0,0,0,0,16396
2011,"Dětská psychiatrická nemocnice","00842052","84420000","CZ0635","Odborné léčebné ústavy",0,0,0,0,50,0,0,0,0,0,17331
2011,"Dětská psychiatrická nemocnice Louny","00831034","56004000","CZ0424","Odborné léčebné ústavy",0,0,0,0,50,0,0,0,0,0,16515
2011,"Dětská psychiatrická nemocnice Opařany","00667421","39801000","CZ0317","Odborné léčebné ústavy",0,0,0,0,160,0,0,0,0,0,42365
2011,"Dům Kochova, s.r.o.","28624858","87053000","CZ0803","Nemocnice následné (ošetřovatelské) péče",0,0,0,60,0,0,0,0,0,0,18627
2011,"Dům klidného stáří, spol. s r.o.","26369427","48006000","CZ0413","Léčebna pro dlouhodobě nemocné (LDN)",0,0,30,0,0,0,0,0,0,0,9074
2011,"ETOILE CZ a.s.","28973976","10663000","CZ0100","Samostatné lůžkové zařízení s péčí DIP, NIOP, NIP",0,0,0,0,0,0,15,0,0,0,3570
2011,"EUC Klinika Kladno s.r.o.","47539771","22105000","CZ0203","Nemocnice",20,0,0,0,0,0,0,0,4279,0,0
2011,"EUC Klinika Zlín a.s.","60726636","82002000","CZ0724","Nemocnice",80,7,0,0,0,0,0,0,17501,1427,0
2011,"EUC Klinika Zlín a.s.","60726636","82053000","CZ0724","Léčebna pro dlouhodobě nemocné (LDN)",0,0,20,0,0,0,0,0,0,0,5390
2011,"Fakultní Thomayerova nemocnice","00064190","04005000","CZ0100","Nemocnice",819,78,0,0,0,0,0,0,169707,18915,48
2011,"Fakultní Thomayerova nemocnice","00064190","04679000","CZ0100","Léčebna pro dlouhodobě nemocné (LDN)",0,0,240,0,0,0,0,0,0,0,85814
2011,"Fakultní Thomayerova nemocnice","00064190","04775000","CZ0100","Odborné léčebné ústavy",0,0,0,0,35,0,0,0,0,0,6656
2011,"Fakultní nemocnice Brno","65269705","72100000","CZ0642","Fakultní nemocnice",1698,296,0,0,0,0,0,0,420164,83983,0
2011,"Fakultní nemocnice Bulovka","00064211","08006000","CZ0100","Nemocnice",944,102,0,0,0,0,0,0,220560,30679,30
2011,"Fakultní nemocnice Bulovka","00064211","08368000","CZ0100","Nemocnice následné (ošetřovatelské) péče",0,0,0,34,0,0,0,0,0,0,10292
2011,"Fakultní nemocnice Hradec Králové","00179906","61004000","CZ0521","Fakultní nemocnice",1241,183,0,0,0,0,0,0,277736,55431,0
2011,"Fakultní nemocnice Hradec Králové","00179906","61778000","CZ0521","Odborné léčebné ústavy",0,0,0,18,56,0,0,0,0,0,18049
2011,"Fakultní nemocnice Královské Vinohrady","00064173","10002000","CZ0100","Fakultní nemocnice",846,194,0,0,0,0,0,0,203127,43503,0
2011,"Fakultní nemocnice Královské Vinohrady","00064173","10433000","CZ0100","Léčebna pro dlouhodobě nemocné (LDN)",0,0,70,0,0,0,0,0,0,0,17315
2011,"Fakultní nemocnice Olomouc","00098892","89301000","CZ0712","Fakultní nemocnice",1053,145,0,0,0,0,0,0,311431,38603,0
2011,"Fakultní nemocnice Ostrava","00843989","91009000","CZ0806","Fakultní nemocnice",971,194,0,0,0,0,0,0,237959,55981,0
2011,"Fakultní nemocnice Ostrava","00843989","91009888","CZ0805","Léčebna pro dlouhodobě nemocné (LDN)",0,0,150,0,0,0,0,0,0,0,45746
2011,"Fakultní nemocnice Plzeň","00669806","44101000","CZ0323","Fakultní nemocnice",1492,178,0,0,0,0,10,0,386158,50781,1733
2011,"Fakultní nemocnice Plzeň","00669806","44117000","CZ0323","Léčebna pro dlouhodobě nemocné (LDN)",0,0,75,0,0,0,0,0,0,0,23774
2011,"Fakultní nemocnice u sv. Anny v Brně","00159816","72001000","CZ0642","Fakultní nemocnice",680,109,0,0,0,0,0,0,171902,32506,0
2011,"Fakultní nemocnice u sv. Anny v Brně","00159816","72056000","CZ0642","Odborné léčebné ústavy",0,0,0,0,115,0,0,0,0,0,39648
2011,"Fakultní nemocnice v Motole","00064203","05002000","CZ0100","Fakultní nemocnice",1567,368,0,0,0,0,0,0,328110,112901,0
2011,"Fakultní nemocnice v Motole","00064203","05434000","CZ0100","Léčebna pro dlouhodobě nemocné (LDN)",0,0,381,0,0,0,0,0,0,0,105267
2011,"GARC Kladno, s.r.o.,","27371794","22128000","CZ0203","Léčebna pro dlouhodobě nemocné (LDN)",0,0,112,0,40,0,0,0,0,0,57620
2011,"Gaudium Frýdek-Místek s.r.o.","26788799","86111000","CZ0802","Léčebna pro dlouhodobě nemocné (LDN)",0,0,0,60,0,0,0,0,0,0,20526
2011,"Gerontologické centrum","45250022","08299000","CZ0100","Léčebna pro dlouhodobě nemocné (LDN)",0,0,46,0,0,0,0,0,0,0,10999
2011,"GynCentrum, spol. s r.o.","45316783","09262000","CZ0100","Nemocnice",27,4,0,0,0,0,0,0,4416,947,0
2011,"HOSPIC Frýdek-Místek, p.o.","72046546","86114000","CZ0802","LZ hospicového typu poskytující paliativní péči",0,0,0,0,0,30,0,0,0,0,2145
2011,"HOSPIC v MOSTĚ, o.p.s.","25419561","57623000","CZ0425","LZ hospicového typu poskytující paliativní péči",0,0,0,15,0,0,0,0,0,0,4460
2011,"HOSPIC ŠTRASBURK o.p.s.","61383457","08277000","CZ0100","LZ hospicového typu poskytující paliativní péči",0,0,0,0,0,55,0,0,0,0,9637
2011,"Hamzova odborná léčebna pro děti a dosp.","00183024","62901000","CZ0531","Odborné léčebné ústavy",0,0,0,0,505,0,0,0,0,0,172548
2011,"Hornická NsP - LDN","61325422","58105000","CZ0426","Léčebna pro dlouhodobě nemocné (LDN)",0,0,75,0,0,0,0,0,0,0,31194
2011,"Hospic Chrudim z.ú.","26625385","62421000","CZ0531","LZ hospicového typu poskytující paliativní péči",0,0,0,0,0,27,0,0,0,0,9104
2011,"Hospic na Svatém Kopečku","73634671","89163000","CZ0712","LZ hospicového typu poskytující paliativní péči",0,0,0,30,0,0,0,0,0,0,9364
2011,"Hospic sv. Alžběty o.p.s.","26604582","72058000","CZ0642","LZ hospicového typu poskytující paliativní péči",0,0,0,0,0,20,0,0,0,0,7661
2011,"Hospic sv. Jana N. Neumanna, o.p.s.","70853517","37106000","CZ0315","LZ hospicového typu poskytující paliativní péči",0,0,0,0,0,30,0,0,0,0,7153
2011,"Hospic sv. Štěpána, z.s.","65081374","55038000","CZ0423","LZ hospicového typu poskytující paliativní péči",0,0,0,0,0,26,0,0,0,0,7114
2011,"Hospic svatého Lazara","66361508","44107000","CZ0323","LZ hospicového typu poskytující paliativní péči",0,0,0,0,0,28,0,0,0,0,7283
2011,"ISCARE I.V.F. a.s.","61858366","07202000","CZ0100","Nemocnice",10,3,0,0,0,0,0,0,8,0,0
2011,"Institut klin.a exper.medicíny v Praze","00023001","04002000","CZ0100","Fakultní nemocnice",193,111,0,0,0,0,0,0,50584,31596,0
2011,"Interna Zábřeh, s. r. o.","60774916","93203000","CZ0715","Nemocnice následné (ošetřovatelské) péče",0,0,0,32,0,0,0,0,0,0,7994
2011,"JESSENIA a.s. - Rehabilitační Nem.Beroun","26752051","21001000","CZ0202","Nemocnice",86,7,0,0,0,0,0,0,33401,3131,0
2011,"Jihomoravské dětské léčebny, p.o.","00386766","71103000","CZ0641","Odborné léčebné ústavy",0,0,0,0,40,0,0,0,0,0,13547
2011,"Jihomoravské dětské léčebny, p.o.","00386766","71105000","CZ0641","Odborné léčebné ústavy",0,0,0,0,42,0,0,0,0,0,11333
2011,"Jihomoravské dětské léčebny, p.o.","00386766","71108000","CZ0641","Odborné léčebné ústavy",0,0,0,0,30,0,0,0,0,0,5874
2011,"KARDIOLOGIE NA BULOVCE, s.r.o.","49679236","08075000","CZ0100","Nemocnice",12,0,0,0,0,0,0,0,4993,0,0
2011,"KZ, a.s. - Nemocnice Chomutov, o.z.","25488627","52111000","CZ0422","Léčebna pro dlouhodobě nemocné (LDN)",0,0,81,0,0,0,0,0,0,0,28139
2011,"KZ,a.s.-oddělení následné péče Most","25488627","57015000","CZ0425","Léčebna pro dlouhodobě nemocné (LDN)",0,0,106,7,0,0,0,0,0,0,42374
2011,"Karlovarská krajská nemocnice a.s.","26365804","42008000","CZ0412","Nemocnice",608,64,0,0,0,0,0,0,134872,15788,0
2011,"Karlovarská krajská nemocnice a.s.","26365804","42616000","CZ0412","Nemocnice následné (ošetřovatelské) péče",0,0,0,8,0,0,0,0,0,0,2702
2011,"Karvinská hornická nemocnice a.s.","60793490","87013000","CZ0803","Nemocnice",128,17,0,0,0,0,0,0,32287,4947,0
2011,"Klatovská nemocnice, a.s.","26360527","43001000","CZ0322","Nemocnice",297,18,0,0,0,0,5,0,61613,4868,174
2011,"Klatovská nemocnice, a.s.","26360527","43006000","CZ0322","Léčebna pro dlouhodobě nemocné (LDN)",0,0,20,0,0,0,0,0,0,0,180
2011,"Klinika Dr. Pírka s. r. o.","47540265","26007000","CZ0207","Nemocnice",47,4,0,0,0,0,0,0,11409,1570,0
2011,"Krajská nemocnice Liberec, a.s.","27283933","54100000","CZ0513","Nemocnice",734,94,0,0,0,0,0,0,169619,31594,0
2011,"Krajská nemocnice Liberec, a.s. - Turnov","27283933","67104000","CZ0514","Nemocnice",132,11,0,0,0,0,0,0,28806,3062,0
2011,"Krajská nemocnice Liberec, a.s. - Turnov","27283933","67174000","CZ0514","Léčebna pro dlouhodobě nemocné (LDN)",0,0,36,0,0,0,0,0,0,0,9484
2011,"Krajská nemocnice Liberec, a.s. Frýdlant","27283933","54209000","CZ0513","Léčebna pro dlouhodobě nemocné (LDN)",0,0,0,25,0,0,0,5,0,0,8841
2011,"Krajská nemocnice Liberec, a.s.- LDN","27283933","54103000","CZ0513","Léčebna pro dlouhodobě nemocné (LDN)",0,0,142,0,0,0,0,0,0,0,44126
2011,"Krajská nemocnice T. Bati, a. s.","27661989","82001000","CZ0724","Nemocnice",768,85,0,16,0,0,7,8,206333,24518,5139
2011,"Krajská nemocnice T. Bati, a. s.","27661989","82050000","CZ0724","Léčebna pro dlouhodobě nemocné (LDN)",0,0,120,0,0,0,0,0,0,0,36535
2011,"Krajská zdravotní, a.s.","25488627","59001000","CZ0427","Fakultní nemocnice",1032,120,0,0,0,0,0,0,206407,30386,0
2011,"Krajská zdravotní, a.s.","25488627","59287000","CZ0427","Léčebna pro dlouhodobě nemocné (LDN)",0,0,115,0,0,0,0,0,0,0,37276
2011,"Krajská zdravotní, a.s.","25488627","59326000","CZ0427","Fakultní nemocnice",0,0,0,30,0,0,0,0,0,0,5597
2011,"Krajská zdravotní, a.s.-Nemoc.Děčín,o.z.","25488627","51100000","CZ0421","Nemocnice",283,24,0,22,0,0,0,0,54666,7509,3235
2011,"Krajská zdravotní, a.s.-Nemoc.Most,o.z.","25488627","57001000","CZ0425","Nemocnice",594,65,0,0,0,0,0,0,147143,19695,0
2011,"Krajská zdravotní,a.s.-N.Litoměřice,o.z.","25488627","55021000","CZ0423","Nemocnice",393,37,0,0,0,0,0,0,93667,6915,0
2011,"Krajská zdravotní,a.s.-N.Litoměřice,o.z.","25488627","55037000","CZ0423","Léčebna pro dlouhodobě nemocné (LDN)",0,0,130,0,0,0,0,0,0,0,44374
2011,"Krajská zdravotní,a.s.-Nem.Chomutov,o.z.","25488627","52110000","CZ0422","Nemocnice",391,38,0,0,0,0,0,0,78197,6529,0
2011,"Krajská zdravotní,a.s.-Nemocnice Teplice","25488627","58101000","CZ0426","Nemocnice",420,49,0,0,0,0,0,0,92969,10763,0
2011,"Krajská zdravotní,a.s.-Nemocnice Teplice","25488627","58106000","CZ0426","Léčebna pro dlouhodobě nemocné (LDN)",0,0,51,0,0,0,0,0,0,0,10124
2011,"Kroměřížská nemocnice a.s.","27660532","77001000","CZ0721","Nemocnice",420,34,0,0,0,0,0,0,95136,9161,0
2011,"Krušnohorská poliklinika s.r.o.","25030302","57622000","CZ0425","Nemocnice následné (ošetřovatelské) péče",0,0,0,30,0,0,0,0,0,0,15838
2011,"LRS Chvaly, o.p.s.","24805807","09514000","CZ0100","Odborné léčebné ústavy",0,0,0,0,50,0,0,0,0,0,14082
2011,"Levitovo centrum následné péče p.o.- LDN","00190217","63113000","CZ0522","Léčebna pro dlouhodobě nemocné (LDN)",0,0,110,0,0,0,0,0,0,0,42579
2011,"Lužická nemocnice a poliklinika, a.s.","61538990","51300000","CZ0421","Nemocnice",125,14,0,30,0,0,0,0,28734,3822,9715
2011,"Lázně Slatinice a.s.","25367757","89875000","CZ0712","Odborné léčebné ústavy",0,0,0,0,28,0,0,0,0,0,10030
2011,"Lázně Teplice nad Bečvou a.s.","45192570","92374000","CZ0714","Odborné léčebné ústavy",0,0,0,0,90,0,0,0,0,0,26915
2011,"Léčebna dlouhodobě nemocných","05212146","31093000","CZ020C","Léčebna pro dlouhodobě nemocné (LDN)",0,0,52,0,0,0,0,0,0,0,15328
2011,"Léčebna dlouhodobě nemocných Opočno","00191744","66232000","CZ0524","Léčebna pro dlouhodobě nemocné (LDN)",0,0,52,0,0,0,0,0,0,0,16370
2011,"Léčebna dlouhodobě nemocných Rybitví","00190560","65360000","CZ0532","Léčebna pro dlouhodobě nemocné (LDN)",0,0,105,0,0,0,0,0,0,0,34186
2011,"Léčebna dlouhodobě nemocných Vršovice","00879649","10499000","CZ0100","Léčebna pro dlouhodobě nemocné (LDN)",0,0,109,0,0,0,0,0,0,0,28604
2011,"Léčebna dlouhodobě nemocných na Vojkově","27256391","28015000","CZ0209","Léčebna pro dlouhodobě nemocné (LDN)",0,0,100,0,0,0,0,0,0,0,36396
2011,"Léčebna dlouhodobě nemocných v Praze 6","45243956","06372000","CZ0100","Léčebna pro dlouhodobě nemocné (LDN)",0,0,100,0,0,0,0,0,0,0,27197
2011,"Léčebna pro dlouhodobě nemocné HK","00180092","61358000","CZ0521","Léčebna pro dlouhodobě nemocné (LDN)",0,0,99,0,0,0,0,0,0,0,33199
2011,"Léčebna respiračních nemocí Cvikov,p.o.,","00673951","50213000","CZ0511","Odborné léčebné ústavy",0,0,0,0,72,0,0,0,0,0,23976
2011,"Léčebna respiračních nemocí Cvikov,p.o.,","00673951","50280000","CZ0511","Odborné léčebné ústavy",0,0,0,0,85,0,0,0,0,0,23429
2011,"Léčebna tuberkulozy a respiračních nem.","00512117","35010000","CZ0633","Odborné léčebné ústavy",0,0,0,0,80,0,0,0,0,0,22463
2011,"MEDI HELP s.r.o., Masarykovo sanatorium","46359443","30515000","CZ020B","Nemocnice následné (ošetřovatelské) péče",0,0,0,120,0,0,0,0,0,0,45742
2011,"MEDI HELP, S.R.O. MASARYKOVO SANATORIUM Dobříš","46359443","30503000","CZ020B","Léčebna pro dlouhodobě nemocné (LDN)",0,0,50,0,0,0,0,0,0,0,18587
2011,"MEDICINA, spol. s r.o. - LDN","49904035","56009000","CZ0424","Léčebna pro dlouhodobě nemocné (LDN)",0,0,82,0,0,0,0,0,0,0,29828
2011,"MEDICON Hospitals s.r.o.","25634691","04757000","CZ0100","Léčebna pro dlouhodobě nemocné (LDN)",0,0,30,30,0,0,0,0,0,0,19273
2011,"MEDITERRA - Sedlčany, s.r.o.","26429683","30529000","CZ020B","Nemocnice následné (ošetřovatelské) péče",0,0,0,34,0,0,0,0,0,0,11343
2011,"MEDITERRA Sedlčany s.r.o.","26429683","30520000","CZ020B","Nemocnice",53,4,0,0,0,0,0,0,12267,1472,0
2011,"MEDITERRA Sedlčany, s.r.o.  - NIP, DIOP","26429683","30530000","CZ020B","Samostatné lůžkové zařízení s péčí DIP, NIOP, NIP",0,0,0,0,0,0,14,0,0,0,2470
2011,"MEDITERRA s.r.o.","49686356","05522000","CZ0100","Samostatné lůžkové zařízení s péčí DIP, NIOP, NIP",0,0,0,0,0,0,16,0,0,0,4860
2011,"MEDITERRA s.r.o.","49686356","05523000","CZ0100","Odborné léčebné ústavy",0,0,0,0,142,0,0,0,0,0,33894
2011,"MEDITERRA s.r.o.","49686356","05656000","CZ0100","Nemocnice",20,3,0,0,0,0,0,0,528,210,0
2011,"MMN, a.s.","05421888","67101000","CZ0514","Nemocnice",77,9,0,0,0,0,0,0,19817,2658,0
2011,"MMN, a.s.","05421888","67102000","CZ0514","Nemocnice",191,13,0,0,0,0,0,0,35436,3610,0
2011,"MMN, a.s.","05421888","67171000","CZ0514","Léčebna pro dlouhodobě nemocné (LDN)",0,0,55,0,0,0,0,0,0,0,10715
2011,"MSCARE s.r.o.","28509480","10637000","CZ0100","Léčebna pro dlouhodobě nemocné (LDN)",0,0,42,0,0,0,0,0,0,0,13998
2011,"Masarykova nemocnice Rakovník s.r.o.","05212146","31001000","CZ020C","Nemocnice",207,17,0,0,0,0,0,0,43979,3955,0
2011,"Masarykův onkologický ústav","00209805","72931000","CZ0642","Nemocnice",228,16,0,0,0,0,0,0,63704,6487,0
2011,"MediCentrum Praha a.s.","64949486","04727000","CZ0100","Odborné léčebné ústavy",0,0,0,0,30,0,0,0,0,0,16609
2011,"Mulačova nemocnice s. r. o.","25202189","44105000","CZ0323","Nemocnice",160,12,0,0,0,0,0,0,37742,1770,0
2011,"Mělnická zdravotní, a.s.","27958639","25110000","CZ0206","Nemocnice",236,26,0,0,0,0,0,0,50061,6103,0
2011,"Mělnická zdravotní, a.s.","27958639","25119000","CZ0206","Nemocnice následné (ošetřovatelské) péče",0,0,0,93,0,0,0,0,72,33,30991
2011,"Městská nemocnice Městec Králové a.s.","26495015","27002000","CZ0208","Nemocnice",44,4,0,0,0,0,0,0,13614,1193,0
2011,"Městská nemocnice Městec Králové a.s.","26495015","27011000","CZ0208","Léčebna pro dlouhodobě nemocné (LDN)",0,0,140,0,0,0,0,0,0,0,44417
2011,"Městská nemocnice Městec Králové, a.s.","26495015","27015000","CZ0208","Samostatné lůžkové zařízení s péčí DIP, NIOP, NIP",0,0,0,0,0,0,10,6,0,0,4469
2011,"Městská nemocnice Ostrava","00635162","91001000","CZ0806","Nemocnice",678,71,0,0,0,0,0,0,162996,19958,0
2011,"Městská nemocnice Ostrava","00635162","91001680","CZ0806","Léčebna pro dlouhodobě nemocné (LDN)",0,0,94,30,0,0,0,0,0,0,44492
2011,"Městská nemocnice Slavičín","62181378","82052000","CZ0724","Léčebna pro dlouhodobě nemocné (LDN)",0,0,50,0,0,0,0,0,0,0,16381
2011,"Městská nemocnice následné péče","45245843","09004000","CZ0100","Nemocnice následné (ošetřovatelské) péče",0,0,0,128,0,0,0,0,0,0,46444
2011,"Městská nemocnice s pol. Uh. Brod, s.r.o","25583905","80020000","CZ0722","Léčebna pro dlouhodobě nemocné (LDN)",0,0,90,0,0,0,0,0,0,0,22896
2011,"Městská nemocnice v Odrách, p.o.","66183596","88005000","CZ0804","Nemocnice",34,4,75,0,0,0,0,0,10083,1041,20607
2011,"Městská nemocnice Čáslav","00873764","24200000","CZ0205","Nemocnice",159,10,0,0,0,0,0,0,41333,1776,0
2011,"Městská nemocnice Čáslav","00873764","24451000","CZ0205","Léčebna pro dlouhodobě nemocné (LDN)",0,0,30,0,0,0,0,0,0,0,13148
2011,"Městská nemocnice, a.s.","25262238","69002000","CZ0525","Nemocnice",109,7,0,0,0,0,0,0,29480,999,0
2011,"Městská nemocnice, a.s.","25262238","69005000","CZ0525","Nemocnice následné (ošetřovatelské) péče",0,0,0,50,0,0,0,0,0,0,13890
2011,"NEMOS PLUS s.r.o.","47714913","42638000","CZ0412","Nemocnice",0,0,0,0,0,0,14,0,0,0,5641
2011,"NH Hospital a.s. - Nemocnice Hořovice","27872963","21002000","CZ0202","Nemocnice",223,20,0,0,0,0,0,0,65726,7302,0
2011,"Nem. Milos. sester sv. Vincence de Paul","17809193","77910000","CZ0721","Léčebna pro dlouhodobě nemocné (LDN)",0,0,105,0,0,0,0,0,0,0,38383
2011,"Nem. násl. péče LDN Horažďovice, s.r.o.","26360870","43030000","CZ0322","Léčebna pro dlouhodobě nemocné (LDN)",0,0,140,0,0,0,0,0,0,0,42885
2011,"Nem.Mil.sester sv.K.Boromej.v Praze","73634085","01002000","CZ0100","Nemocnice",145,14,0,30,0,0,0,0,32146,3629,4745
2011,"Nemocnice  Prachatice, a.s. - LDN","26095165","37104000","CZ0315","Léčebna pro dlouhodobě nemocné (LDN)",0,0,25,0,0,0,0,0,0,0,7852
2011,"Nemocnice  Slaný","00875295","22102000","CZ0203","Nemocnice",254,20,0,40,0,0,0,0,73423,6153,13283
2011,"Nemocnice AGEL Jeseník a.s.","47973927","95202000","CZ0711","Nemocnice",121,5,0,0,0,0,0,0,25545,1197,0
2011,"Nemocnice AGEL Jeseník a.s.","47973927","95206000","CZ0711","Léčebna pro dlouhodobě nemocné (LDN)",0,0,30,0,0,0,0,0,0,0,9747
2011,"Nemocnice AGEL Louny a.s. - LDN","27332730","56012000","CZ0424","Léčebna pro dlouhodobě nemocné (LDN)",0,0,90,0,0,0,0,10,0,0,34012
2011,"Nemocnice AGEL Nový Jičín a.s.","25886207","88001000","CZ0804","Nemocnice",378,34,0,0,0,0,0,0,100559,12370,79
2011,"Nemocnice AGEL Nový Jičín a.s.","25886207","88014000","CZ0804","Léčebna pro dlouhodobě nemocné (LDN)",0,0,40,0,0,0,0,0,0,0,11585
2011,"Nemocnice AGEL Ostrava-Vítkovice a.s.","60793201","91950000","CZ0806","Nemocnice",344,38,0,0,0,0,0,0,70565,8896,0
2011,"Nemocnice AGEL Podhorská a.s.","47668989","85200000","CZ0801","Nemocnice",108,9,0,0,0,0,0,0,20402,2694,0
2011,"Nemocnice AGEL Podhorská a.s.","47668989","85291000","CZ0801","Nemocnice následné (ošetřovatelské) péče",0,0,0,40,0,0,0,0,0,0,8618
2011,"Nemocnice AGEL Třinec-Podlesí a.s.","48401129","86106000","CZ0802","Nemocnice",113,38,0,0,0,0,0,0,26470,9337,0
2011,"Nemocnice AGEL Valašské Meziříčí a.s.","26822105","94102000","CZ0723","Nemocnice",200,26,0,0,0,0,0,0,58113,8290,0
2011,"Nemocnice AGEL Valašské Meziříčí a.s.","26822105","94220000","CZ0723","Léčebna pro dlouhodobě nemocné (LDN)",0,0,78,0,0,0,0,0,0,0,28006
